Date,Transaction_Type,Category,Amount,Counterparty,Payment_Status
2025-03-13,Outflow,Marketing,56249.0,Supplier X,Paid
2025-03-14,Inflow,Sales Revenue,53589.0,Client G,Paid
2025-03-14,Inflow,Investment,65554.0,Client B,Paid
2025-03-14,Outflow,Cloud & SaaS,55808.0,Supplier W,Paid
2025-03-15,Outflow,Salaries,46467.0,Supplier W,Paid
2025-03-16,Inflow,Investment,29662.0,Client A,Pending
2025-03-16,Inflow,Investment,42078.0,Client B,Pending
2025-03-17,Outflow,Cloud & SaaS,39775.0,Supplier Z,Paid
2025-03-17,Outflow,Compliance,13424.0,Supplier T,Paid
2025-03-18,Outflow,Vendors,44939.0,Supplier W,Paid
2025-03-19,Outflow,Utilities,41202.0,Supplier X,Paid
2025-03-20,Inflow,Services,76504.0,Client C,Paid
2025-03-20,Outflow,Salaries,14747.0,Supplier T,Paid
2025-03-21,Inflow,Sales Revenue,50856.0,Client H,Pending
2025-03-21,Inflow,Investment,30276.0,Client F,Paid
2025-03-21,Outflow,Compliance,20276.0,Supplier W,Paid
2025-03-21,Outflow,Vendors,34227.0,Supplier T,Paid
2025-03-23,Inflow,Subscription,60015.0,Client F,Paid
2025-03-23,Outflow,Marketing,26682.0,Supplier V,Paid
2025-03-23,Outflow,Rent,35900.0,Supplier U,Paid
2025-03-24,Inflow,Investment,60757.0,Client C,Pending
2025-03-24,Outflow,Utilities,15422.0,Supplier Z,Paid
2025-03-25,Inflow,Subscription,38570.0,Client D,Pending
2025-03-25,Outflow,Vendors,11919.0,Supplier X,Paid
2025-03-25,Outflow,Utilities,22868.0,Supplier X,Paid
2025-03-26,Inflow,Subscription,56403.0,Client A,Paid
2025-03-26,Outflow,Vendors,22960.0,Supplier Y,Paid
2025-03-26,Outflow,Vendors,13932.0,Supplier V,Paid
2025-03-27,Inflow,Investment,27267.0,Client F,Paid
2025-03-27,Inflow,Investment,19055.0,Client C,Paid
2025-03-27,Outflow,Rent,12625.0,Supplier Y,Paid
2025-03-27,Outflow,Utilities,20460.0,Supplier V,Paid
2025-03-28,Inflow,Investment,24176.0,Client E,Paid
2025-03-28,Inflow,Investment,59097.0,Client H,Paid
2025-03-28,Outflow,Vendors,38553.0,Supplier Y,Paid
2025-03-28,Outflow,Utilities,21924.0,Supplier X,Paid
2025-03-29,Outflow,Cloud & SaaS,58687.0,Supplier Z,Paid
2025-03-29,Outflow,Utilities,29220.0,Supplier W,Paid
2025-03-30,Outflow,Utilities,27003.0,Supplier V,Paid
2025-03-31,Inflow,Subscription,35379.0,Client B,Paid
2025-03-31,Inflow,Investment,69311.0,Client C,Pending
2025-03-31,Outflow,Cloud & SaaS,52113.0,Supplier T,Paid
2025-04-01,Inflow,Investment,54254.0,Client C,Paid
2025-04-01,Outflow,Marketing,18431.0,Supplier V,Paid
2025-04-02,Inflow,Investment,32123.0,Client H,Paid
2025-04-02,Inflow,Services,11463.0,Client H,Paid
2025-04-02,Outflow,Vendors,17824.0,Supplier X,Paid
2025-04-02,Outflow,Utilities,31433.0,Supplier W,Paid
2025-04-03,Inflow,Services,52435.0,Client F,Pending
2025-04-03,Inflow,Subscription,31376.0,Client D,Paid
2025-04-04,Inflow,Sales Revenue,30048.0,Client F,Paid
2025-04-04,Outflow,Compliance,20988.0,Supplier W,Paid
2025-04-05,Outflow,Salaries,5412.0,Supplier Z,Paid
2025-04-06,Inflow,Investment,19401.0,Client B,Paid
2025-04-06,Outflow,Vendors,43494.0,Supplier T,Paid
2025-04-06,Outflow,Salaries,11363.0,Supplier Z,Paid
2025-04-07,Inflow,Sales Revenue,30053.0,Client H,Paid
2025-04-07,Outflow,Marketing,6452.0,Supplier Z,Paid
2025-04-07,Outflow,Compliance,39081.0,Supplier V,Paid
2025-04-08,Outflow,Salaries,39796.0,Supplier V,Paid
2025-04-08,Outflow,Utilities,12589.0,Supplier U,Paid
2025-04-10,Inflow,Services,25652.0,Client D,Paid
2025-04-10,Outflow,Vendors,44098.0,Supplier T,Paid
2025-04-10,Outflow,Rent,14699.0,Supplier Z,Paid
2025-04-11,Inflow,Services,27055.0,Client C,Paid
2025-04-11,Outflow,Utilities,48806.0,Supplier X,Paid
2025-04-12,Inflow,Sales Revenue,79959.0,Client E,Paid
2025-04-12,Inflow,Services,16663.0,Client F,Paid
2025-04-13,Inflow,Subscription,32282.0,Client D,Paid
2025-04-13,Inflow,Sales Revenue,39734.0,Client A,Pending
2025-04-14,Inflow,Subscription,34733.0,Client G,Paid
2025-04-14,Inflow,Investment,68248.0,Client G,Paid
2025-04-14,Outflow,Marketing,27916.0,Supplier Z,Paid
2025-04-14,Outflow,Vendors,17937.0,Supplier U,Paid
2025-04-15,Inflow,Sales Revenue,44388.0,Client H,Pending
2025-04-15,Inflow,Services,20073.0,Client H,Paid
2025-04-18,Inflow,Services,14726.0,Client A,Paid
2025-04-20,Inflow,Sales Revenue,64223.0,Client A,Pending
2025-04-20,Outflow,Vendors,40874.0,Supplier U,Paid
2025-04-20,Outflow,Rent,23821.0,Supplier X,Paid
2025-04-22,Inflow,Services,67618.0,Client E,Pending
2025-04-22,Inflow,Sales Revenue,67343.0,Client A,Pending
2025-04-23,Inflow,Services,61645.0,Client C,Pending
2025-04-23,Outflow,Rent,46378.0,Supplier W,Paid
2025-04-24,Inflow,Subscription,60004.0,Client C,Pending
2025-04-24,Outflow,Rent,27637.0,Supplier T,Paid
2025-04-24,Outflow,Utilities,16460.0,Supplier U,Paid
2025-04-25,Inflow,Sales Revenue,63181.0,Client C,Paid
2025-04-25,Inflow,Sales Revenue,21359.0,Client A,Paid
2025-04-26,Outflow,Compliance,43453.0,Supplier U,Paid
2025-04-27,Outflow,Rent,40944.0,Supplier W,Paid
2025-04-27,Outflow,Marketing,55483.0,Supplier Y,Paid
2025-04-28,Inflow,Investment,78291.0,Client G,Pending
2025-04-28,Inflow,Services,23461.0,Client B,Pending
2025-04-28,Outflow,Compliance,41084.0,Supplier Z,Paid
2025-04-28,Outflow,Vendors,18855.0,Supplier X,Paid
2025-04-29,Inflow,Subscription,48563.0,Client G,Pending
2025-04-29,Outflow,Cloud & SaaS,44079.0,Supplier X,Paid
2025-04-29,Outflow,Salaries,34178.0,Supplier V,Paid
2025-04-30,Inflow,Services,44033.0,Client C,Pending
2025-04-30,Outflow,Rent,28026.0,Supplier U,Paid
2025-05-01,Outflow,Cloud & SaaS,24169.0,Supplier Y,Paid
2025-05-01,Outflow,Vendors,26195.0,Supplier Y,Paid
2025-05-02,Outflow,Marketing,13937.0,Supplier W,Paid
2025-05-03,Inflow,Investment,57365.0,Client A,Pending
2025-05-03,Outflow,Salaries,5058.0,Supplier Y,Paid
2025-05-04,Inflow,Services,64147.0,Client G,Paid
2025-05-04,Outflow,Compliance,51190.0,Supplier X,Paid
2025-05-04,Outflow,Vendors,30847.0,Supplier W,Paid
2025-05-05,Inflow,Sales Revenue,43226.0,Client C,Paid
2025-05-05,Inflow,Services,43188.0,Client D,Paid
2025-05-05,Outflow,Utilities,21564.0,Supplier X,Paid
2025-05-05,Outflow,Compliance,16775.0,Supplier X,Paid
2025-05-06,Inflow,Subscription,17325.0,Client E,Paid
2025-05-08,Inflow,Subscription,22620.0,Client C,Pending
2025-05-08,Outflow,Salaries,18436.0,Supplier W,Paid
2025-05-08,Outflow,Marketing,24655.0,Supplier Y,Paid
2025-05-09,Inflow,Sales Revenue,39308.0,Client G,Paid
2025-05-09,Inflow,Investment,12262.0,Client F,Paid
2025-05-09,Outflow,Salaries,46423.0,Supplier X,Paid
2025-05-10,Outflow,Marketing,39076.0,Supplier X,Paid
2025-05-11,Outflow,Vendors,57944.0,Supplier X,Paid
2025-05-11,Outflow,Utilities,50089.0,Supplier W,Paid
2025-05-12,Outflow,Salaries,29343.0,Supplier Y,Paid
2025-05-12,Outflow,Salaries,27069.0,Supplier Z,Paid
2025-05-13,Inflow,Services,16046.0,Client H,Paid
2025-05-13,Outflow,Rent,55871.0,Supplier U,Paid
2025-05-13,Outflow,Marketing,58824.0,Supplier W,Paid
2025-05-14,Inflow,Investment,30284.0,Client H,Pending
2025-05-14,Outflow,Marketing,49291.0,Supplier U,Paid
2025-05-15,Inflow,Services,18963.0,Client C,Paid
2025-05-15,Outflow,Compliance,15626.0,Supplier X,Paid
2025-05-16,Inflow,Services,12173.0,Client E,Pending
2025-05-16,Inflow,Subscription,56670.0,Client D,Pending
2025-05-16,Outflow,Utilities,49037.0,Supplier Z,Paid
2025-05-16,Outflow,Vendors,55972.0,Supplier V,Paid
2025-05-17,Inflow,Subscription,64105.0,Client C,Pending
2025-05-17,Inflow,Services,77851.0,Client D,Pending
2025-05-17,Outflow,Utilities,21016.0,Supplier Z,Paid
2025-05-18,Inflow,Investment,32450.0,Client C,Paid
2025-05-18,Outflow,Cloud & SaaS,25822.0,Supplier X,Paid
2025-05-20,Inflow,Subscription,77793.0,Client G,Paid
2025-05-20,Outflow,Cloud & SaaS,47927.0,Supplier U,Paid
2025-05-20,Outflow,Cloud & SaaS,46554.0,Supplier Y,Paid
2025-05-21,Inflow,Investment,77946.0,Client B,Paid
2025-05-21,Outflow,Utilities,10752.0,Supplier V,Paid
2025-05-21,Outflow,Utilities,7891.0,Supplier V,Paid
2025-05-22,Inflow,Investment,17274.0,Client H,Paid
2025-05-22,Inflow,Sales Revenue,78522.0,Client E,Paid
2025-05-22,Outflow,Utilities,56463.0,Supplier V,Paid
2025-05-23,Inflow,Subscription,11857.0,Client F,Paid
2025-05-24,Inflow,Sales Revenue,44749.0,Client D,Pending
2025-05-24,Inflow,Services,10383.0,Client G,Paid
2025-05-25,Outflow,Compliance,53331.0,Supplier Z,Paid
2025-05-25,Outflow,Cloud & SaaS,51799.0,Supplier X,Paid
2025-05-26,Outflow,Cloud & SaaS,13832.0,Supplier U,Paid
2025-05-26,Outflow,Cloud & SaaS,13236.0,Supplier Y,Paid
2025-05-27,Inflow,Sales Revenue,77579.0,Client H,Paid
2025-05-28,Inflow,Investment,23132.0,Client E,Paid
2025-05-28,Inflow,Services,71470.0,Client C,Paid
2025-05-28,Outflow,Marketing,10560.0,Supplier U,Paid
2025-05-28,Outflow,Cloud & SaaS,32793.0,Supplier Y,Paid
2025-05-29,Inflow,Services,78750.0,Client E,Paid
2025-05-29,Outflow,Compliance,28373.0,Supplier Z,Paid
2025-05-30,Outflow,Salaries,12082.0,Supplier V,Paid
2025-05-31,Inflow,Sales Revenue,68640.0,Client C,Paid
2025-05-31,Inflow,Services,31265.0,Client G,Paid
2025-06-01,Outflow,Cloud & SaaS,33625.0,Supplier W,Paid
2025-06-01,Outflow,Utilities,28848.0,Supplier T,Paid
2025-06-02,Outflow,Salaries,41758.0,Supplier Z,Paid
2025-06-03,Inflow,Sales Revenue,19545.0,Client E,Pending
2025-06-03,Inflow,Services,77273.0,Client H,Paid
2025-06-03,Outflow,Salaries,29603.0,Supplier T,Paid
2025-06-04,Outflow,Rent,23927.0,Supplier X,Paid
2025-06-05,Inflow,Subscription,23912.0,Client B,Paid
2025-06-05,Outflow,Compliance,27819.0,Supplier Y,Paid
2025-06-05,Outflow,Utilities,9440.0,Supplier T,Paid
2025-06-06,Inflow,Services,71891.0,Client C,Pending
2025-06-06,Inflow,Subscription,19362.0,Client C,Paid
2025-06-06,Outflow,Cloud & SaaS,16245.0,Supplier Z,Paid
2025-06-06,Outflow,Cloud & SaaS,59644.0,Supplier V,Paid
2025-06-07,Inflow,Services,24241.0,Client E,Pending
2025-06-08,Inflow,Sales Revenue,37209.0,Client C,Paid
2025-06-08,Outflow,Vendors,46897.0,Supplier V,Paid
2025-06-08,Outflow,Rent,11462.0,Supplier X,Paid
2025-06-09,Outflow,Rent,56532.0,Supplier U,Paid
2025-06-09,Outflow,Salaries,34419.0,Supplier V,Paid
2025-06-10,Inflow,Subscription,59552.0,Client G,Pending
2025-06-10,Inflow,Sales Revenue,79242.0,Client B,Paid
2025-06-10,Outflow,Marketing,20882.0,Supplier U,Paid
2025-06-11,Outflow,Rent,20732.0,Supplier V,Paid
2025-06-13,Inflow,Services,18924.0,Client E,Paid
2025-06-13,Inflow,Investment,18886.0,Client E,Paid
2025-06-13,Outflow,Compliance,24907.0,Supplier T,Paid
2025-06-13,Outflow,Compliance,11981.0,Supplier U,Paid
2025-06-14,Outflow,Cloud & SaaS,26343.0,Supplier V,Paid
2025-06-15,Inflow,Subscription,78026.0,Client F,Paid
2025-06-15,Inflow,Subscription,43805.0,Client D,Paid
2025-06-16,Inflow,Sales Revenue,35311.0,Client D,Paid
2025-06-17,Outflow,Cloud & SaaS,9258.0,Supplier U,Paid
2025-06-17,Outflow,Cloud & SaaS,44846.0,Supplier Y,Paid
2025-06-18,Inflow,Sales Revenue,52855.0,Client A,Pending
2025-06-18,Inflow,Investment,21026.0,Client B,Pending
2025-06-18,Outflow,Vendors,58665.0,Supplier Y,Paid
2025-06-18,Outflow,Cloud & SaaS,26094.0,Supplier T,Paid
2025-06-19,Inflow,Sales Revenue,78403.0,Client B,Paid
2025-06-19,Inflow,Subscription,13438.0,Client B,Paid
2025-06-19,Outflow,Rent,8483.0,Supplier Y,Paid
2025-06-19,Outflow,Cloud & SaaS,13172.0,Supplier Z,Paid
2025-06-20,Inflow,Services,47605.0,Client F,Paid
2025-06-20,Inflow,Services,24130.0,Client G,Paid
2025-06-21,Inflow,Services,70489.0,Client H,Paid
2025-06-21,Outflow,Salaries,24134.0,Supplier X,Paid
2025-06-22,Inflow,Subscription,38501.0,Client E,Paid
2025-06-23,Inflow,Investment,32790.0,Client A,Paid
2025-06-23,Inflow,Sales Revenue,39611.0,Client E,Pending
2025-06-23,Outflow,Utilities,15207.0,Supplier Y,Paid
2025-06-24,Inflow,Investment,40433.0,Client B,Paid
2025-06-24,Inflow,Investment,60533.0,Client B,Paid
2025-06-25,Inflow,Investment,23153.0,Client A,Paid
2025-06-25,Inflow,Services,44835.0,Client E,Paid
2025-06-25,Outflow,Compliance,32950.0,Supplier W,Paid
2025-06-25,Outflow,Compliance,20230.0,Supplier X,Paid
2025-06-26,Inflow,Investment,43456.0,Client D,Paid
2025-06-26,Outflow,Vendors,8675.0,Supplier T,Paid
2025-06-28,Inflow,Sales Revenue,52781.0,Client E,Paid
2025-06-28,Inflow,Subscription,11212.0,Client D,Paid
2025-06-28,Outflow,Cloud & SaaS,20556.0,Supplier U,Paid
2025-06-29,Outflow,Vendors,50221.0,Supplier T,Paid
2025-06-29,Outflow,Vendors,46118.0,Supplier V,Paid
2025-06-30,Inflow,Sales Revenue,54655.0,Client G,Paid
2025-06-30,Outflow,Marketing,39708.0,Supplier Z,Paid
2025-07-01,Inflow,Services,64462.0,Client H,Paid
2025-07-01,Outflow,Marketing,43769.0,Supplier T,Paid
2025-07-02,Inflow,Subscription,66848.0,Client E,Paid
2025-07-02,Outflow,Cloud & SaaS,45511.0,Supplier W,Paid
2025-07-03,Inflow,Services,51857.0,Client C,Paid
2025-07-04,Inflow,Services,36175.0,Client A,Paid
2025-07-05,Outflow,Rent,45284.0,Supplier W,Paid
2025-07-05,Outflow,Salaries,11089.0,Supplier V,Paid
2025-07-06,Inflow,Sales Revenue,29788.0,Client D,Pending
2025-07-06,Inflow,Services,32964.0,Client B,Paid
2025-07-07,Inflow,Services,21863.0,Client G,Paid
2025-07-07,Inflow,Subscription,62589.0,Client G,Pending
2025-07-07,Outflow,Rent,49121.0,Supplier Z,Paid
2025-07-07,Outflow,Rent,20038.0,Supplier Z,Paid
2025-07-08,Inflow,Services,59495.0,Client G,Paid
2025-07-10,Inflow,Investment,26817.0,Client E,Paid
2025-07-10,Outflow,Vendors,10995.0,Supplier Y,Paid
2025-07-11,Inflow,Subscription,67438.0,Client B,Pending
2025-07-11,Outflow,Rent,24844.0,Supplier Y,Paid
2025-07-12,Outflow,Marketing,23884.0,Supplier U,Paid
2025-07-13,Outflow,Rent,46347.0,Supplier Z,Paid
2025-07-13,Outflow,Rent,15095.0,Supplier Z,Paid
2025-07-15,Inflow,Investment,31207.0,Client C,Paid
2025-07-15,Outflow,Cloud & SaaS,17979.0,Supplier U,Paid
2025-07-15,Outflow,Compliance,8247.0,Supplier Z,Paid
2025-07-16,Inflow,Sales Revenue,55009.0,Client G,Paid
2025-07-16,Outflow,Cloud & SaaS,59935.0,Supplier T,Paid
2025-07-17,Inflow,Investment,68267.0,Client E,Paid
2025-07-17,Outflow,Cloud & SaaS,24733.0,Supplier U,Paid
2025-07-17,Outflow,Utilities,9463.0,Supplier X,Paid
2025-07-18,Inflow,Subscription,42807.0,Client D,Pending
2025-07-18,Outflow,Cloud & SaaS,29824.0,Supplier U,Paid
2025-07-19,Inflow,Investment,68562.0,Client A,Paid
2025-07-19,Outflow,Rent,17384.0,Supplier U,Paid
2025-07-20,Outflow,Compliance,47379.0,Supplier T,Paid
2025-07-20,Outflow,Salaries,53010.0,Supplier V,Paid
2025-07-22,Outflow,Rent,46194.0,Supplier U,Paid
2025-07-23,Inflow,Subscription,75716.0,Client C,Paid
2025-07-23,Outflow,Utilities,35635.0,Supplier Z,Paid
2025-07-26,Inflow,Investment,54056.0,Client G,Pending
2025-07-26,Inflow,Investment,14158.0,Client A,Paid
2025-07-27,Inflow,Sales Revenue,61790.0,Client B,Paid
2025-07-27,Inflow,Subscription,78539.0,Client H,Paid
2025-07-28,Inflow,Services,30959.0,Client H,Paid
2025-07-28,Inflow,Sales Revenue,39418.0,Client H,Pending
2025-07-29,Inflow,Subscription,49316.0,Client A,Pending
2025-07-29,Outflow,Cloud & SaaS,59230.0,Supplier T,Paid
2025-07-29,Outflow,Vendors,18916.0,Supplier U,Paid
2025-07-30,Inflow,Subscription,50517.0,Client F,Paid
2025-07-30,Outflow,Rent,51258.0,Supplier T,Paid
2025-07-30,Outflow,Utilities,5236.0,Supplier W,Paid
2025-07-31,Inflow,Sales Revenue,71807.0,Client B,Paid
2025-07-31,Outflow,Cloud & SaaS,54365.0,Supplier U,Paid
2025-07-31,Outflow,Vendors,49546.0,Supplier X,Paid
2025-08-01,Outflow,Vendors,23610.0,Supplier Y,Paid
2025-08-02,Inflow,Sales Revenue,23218.0,Client B,Paid
2025-08-03,Inflow,Services,43559.0,Client G,Paid
2025-08-03,Outflow,Vendors,40323.0,Supplier T,Paid
2025-08-04,Outflow,Marketing,14064.0,Supplier T,Paid
2025-08-04,Outflow,Rent,27184.0,Supplier V,Paid
2025-08-06,Inflow,Investment,16088.0,Client H,Paid
2025-08-06,Inflow,Subscription,38983.0,Client B,Paid
2025-08-06,Outflow,Rent,14556.0,Supplier Z,Paid
2025-08-06,Outflow,Rent,30510.0,Supplier Z,Paid
2025-08-07,Outflow,Compliance,16646.0,Supplier W,Paid
2025-08-07,Outflow,Utilities,49149.0,Supplier Y,Paid
2025-08-08,Inflow,Subscription,18299.0,Client C,Paid
2025-08-09,Outflow,Marketing,33238.0,Supplier V,Paid
2025-08-09,Outflow,Marketing,17357.0,Supplier U,Paid
2025-08-10,Inflow,Sales Revenue,27907.0,Client A,Paid
2025-08-10,Outflow,Utilities,48264.0,Supplier W,Paid
2025-08-11,Inflow,Subscription,24765.0,Client H,Paid
2025-08-11,Inflow,Sales Revenue,69569.0,Client G,Paid
2025-08-12,Outflow,Compliance,7779.0,Supplier V,Paid
2025-08-13,Inflow,Services,16927.0,Client E,Paid
2025-08-14,Inflow,Investment,18523.0,Client B,Paid
2025-08-15,Outflow,Cloud & SaaS,58637.0,Supplier X,Paid
2025-08-15,Outflow,Rent,53217.0,Supplier W,Paid
2025-08-16,Inflow,Investment,13242.0,Client B,Paid
2025-08-16,Inflow,Subscription,53466.0,Client D,Paid
2025-08-16,Outflow,Rent,59273.0,Supplier Z,Paid
2025-08-16,Outflow,Utilities,32658.0,Supplier W,Paid
2025-08-17,Inflow,Subscription,70038.0,Client G,Paid
2025-08-17,Outflow,Compliance,57855.0,Supplier U,Paid
